case_id,timestamp,end_timestamp,cost,activity,org:resource
6,2024-10-06T18:07:57.424853+00:00,2024-10-06T18:07:58.179925+00:00,0,__start__,__start__
6,2024-10-06T18:07:58.179925+00:00,2024-10-06T18:08:02.781336+00:00,241,Researcher,Researcher
6,2024-10-06T18:08:02.781336+00:00,2024-10-06T18:08:07.102191+00:00,0,call_tool,call_tool
6,2024-10-06T18:08:07.102191+00:00,2024-10-06T18:08:10.069816+00:00,2722,Researcher,Researcher
6,2024-10-06T18:08:10.069816+00:00,2024-10-06T18:08:10.708394+00:00,2913,chart_generator,chart_generator
6,2024-10-06T18:08:10.708394+00:00,2024-10-06T18:08:12.477054+00:00,0,call_tool,call_tool
6,2024-10-06T18:08:12.477054+00:00,2024-10-06T18:08:12.477054+00:00,3215,chart_generator,chart_generator
9,2024-10-06T18:46:06.998202+00:00,2024-10-06T18:46:07.859277+00:00,0,__start__,__start__
9,2024-10-06T18:46:07.859277+00:00,2024-10-06T18:46:07.900788+00:00,0,supervisor,supervisor
9,2024-10-06T18:46:07.900788+00:00,2024-10-06T18:46:13.810818+00:00,0,__start__,__start__
9,2024-10-06T18:46:13.810818+00:00,2024-10-06T18:46:13.859820+00:00,583,agent,agent
9,2024-10-06T18:46:13.859820+00:00,2024-10-06T18:46:14.482878+00:00,0,Researcher,Researcher
9,2024-10-06T18:46:14.482878+00:00,2024-10-06T18:46:14.482878+00:00,0,supervisor,supervisor
10,2024-10-06T18:48:47.470333+00:00,2024-10-06T18:48:48.333920+00:00,0,__start__,__start__
10,2024-10-06T18:48:48.333920+00:00,2024-10-06T18:48:48.420431+00:00,0,supervisor,supervisor
10,2024-10-06T18:48:48.420431+00:00,2024-10-06T18:48:49.216497+00:00,0,__start__,__start__
10,2024-10-06T18:48:49.216497+00:00,2024-10-06T18:48:49.226497+00:00,109,agent,agent
10,2024-10-06T18:48:49.226497+00:00,2024-10-06T18:48:50.140069+00:00,0,tools,tools
10,2024-10-06T18:48:50.140069+00:00,2024-10-06T18:48:50.179068+00:00,161,agent,agent
10,2024-10-06T18:48:50.179068+00:00,2024-10-06T18:48:50.797126+00:00,0,Coder,Coder
10,2024-10-06T18:48:50.797126+00:00,2024-10-06T18:48:50.797126+00:00,0,supervisor,supervisor
15,2024-10-10T21:49:13.466328+00:00,2024-10-10T21:49:16.561865+00:00,0,__start__,__start__
15,2024-10-10T21:49:16.561865+00:00,2024-10-10T21:49:16.590864+00:00,0,supervisor,supervisor
15,2024-10-10T21:49:16.590864+00:00,2024-10-10T21:49:18.167995+00:00,0,__start__,__start__
15,2024-10-10T21:49:18.167995+00:00,2024-10-10T21:49:18.169994+00:00,0,supervisor,supervisor
15,2024-10-10T21:49:18.169994+00:00,2024-10-10T21:49:30.265491+00:00,0,__start__,__start__
15,2024-10-10T21:49:30.265491+00:00,2024-10-10T21:49:30.307491+00:00,793,agent,agent
15,2024-10-10T21:49:30.307491+00:00,2024-10-10T21:49:30.905550+00:00,0,Search,Search
15,2024-10-10T21:49:30.905550+00:00,2024-10-10T21:49:30.906550+00:00,0,supervisor,supervisor
15,2024-10-10T21:49:30.906550+00:00,2024-10-10T21:49:42.215006+00:00,0,__start__,__start__
15,2024-10-10T21:49:42.215006+00:00,2024-10-10T21:49:42.256519+00:00,1480,agent,agent
15,2024-10-10T21:49:42.256519+00:00,2024-10-10T21:49:43.149604+00:00,0,WebScraper,WebScraper
15,2024-10-10T21:49:43.149604+00:00,2024-10-10T21:49:43.191110+00:00,0,supervisor,supervisor
15,2024-10-10T21:49:43.191110+00:00,2024-10-10T21:49:43.812524+00:00,0,ResearchTeam,ResearchTeam
15,2024-10-10T21:49:43.812524+00:00,2024-10-10T21:49:43.856037+00:00,0,supervisor,supervisor
15,2024-10-10T21:49:43.856037+00:00,2024-10-10T21:49:44.609168+00:00,0,__start__,__start__
15,2024-10-10T21:49:44.609168+00:00,2024-10-10T21:49:44.648172+00:00,0,supervisor,supervisor
15,2024-10-10T21:49:44.648172+00:00,2024-10-10T21:49:45.212224+00:00,0,PaperWritingTeam,PaperWritingTeam
15,2024-10-10T21:49:45.212224+00:00,2024-10-10T21:49:45.254730+00:00,0,supervisor,supervisor
15,2024-10-10T21:49:45.254730+00:00,2024-10-10T21:49:45.644264+00:00,0,__start__,__start__
15,2024-10-10T21:49:45.644264+00:00,2024-10-10T21:49:45.688769+00:00,0,supervisor,supervisor
15,2024-10-10T21:49:45.688769+00:00,2024-10-10T21:49:46.772367+00:00,0,__start__,__start__
15,2024-10-10T21:49:46.772367+00:00,2024-10-10T21:49:46.776367+00:00,895,agent,agent
15,2024-10-10T21:49:46.776367+00:00,2024-10-10T21:49:47.637442+00:00,0,tools,tools
15,2024-10-10T21:49:47.637442+00:00,2024-10-10T21:49:47.672954+00:00,954,agent,agent
15,2024-10-10T21:49:47.672954+00:00,2024-10-10T21:49:48.102990+00:00,0,ChartGenerator,ChartGenerator
15,2024-10-10T21:49:48.102990+00:00,2024-10-10T21:49:48.137988+00:00,0,supervisor,supervisor
15,2024-10-10T21:49:48.137988+00:00,2024-10-10T21:49:49.178594+00:00,0,__start__,__start__
15,2024-10-10T21:49:49.178594+00:00,2024-10-10T21:49:49.181593+00:00,942,agent,agent
15,2024-10-10T21:49:49.181593+00:00,2024-10-10T21:49:49.951163+00:00,0,tools,tools
15,2024-10-10T21:49:49.951163+00:00,2024-10-10T21:49:49.999670+00:00,1001,agent,agent
15,2024-10-10T21:49:49.999670+00:00,2024-10-10T21:49:50.431706+00:00,0,ChartGenerator,ChartGenerator
15,2024-10-10T21:49:50.431706+00:00,2024-10-10T21:49:50.466213+00:00,0,supervisor,supervisor
15,2024-10-10T21:49:50.466213+00:00,2024-10-10T21:49:51.096271+00:00,0,PaperWritingTeam,PaperWritingTeam
15,2024-10-10T21:49:51.096271+00:00,2024-10-10T21:49:51.139272+00:00,0,supervisor,supervisor
15,2024-10-10T21:49:51.139272+00:00,2024-10-10T21:49:51.598816+00:00,0,__start__,__start__
15,2024-10-10T21:49:51.598816+00:00,2024-10-10T21:49:51.639817+00:00,0,supervisor,supervisor
15,2024-10-10T21:49:51.639817+00:00,2024-10-10T21:49:52.475408+00:00,0,ResearchTeam,ResearchTeam
15,2024-10-10T21:49:52.475408+00:00,2024-10-10T21:49:52.521407+00:00,0,supervisor,supervisor
15,2024-10-10T21:49:52.521407+00:00,2024-10-10T21:49:52.914445+00:00,0,__start__,__start__
15,2024-10-10T21:49:52.914445+00:00,2024-10-10T21:49:52.955956+00:00,0,supervisor,supervisor
15,2024-10-10T21:49:52.955956+00:00,2024-10-10T21:49:53.926533+00:00,0,ResearchTeam,ResearchTeam
15,2024-10-10T21:49:53.926533+00:00,2024-10-10T21:49:53.926533+00:00,0,supervisor,supervisor
16,2024-10-24T18:14:09.961145+00:00,2024-10-24T18:14:12.919518+00:00,0,__start__,__start__
16,2024-10-24T18:14:12.919518+00:00,2024-10-24T18:14:12.966123+00:00,0,supervisor,supervisor
16,2024-10-24T18:14:12.966123+00:00,2024-10-24T18:14:13.826517+00:00,0,__start__,__start__
16,2024-10-24T18:14:13.826517+00:00,2024-10-24T18:14:13.829523+00:00,0,supervisor,supervisor
16,2024-10-24T18:14:13.829523+00:00,2024-10-24T18:14:26.277243+00:00,0,__start__,__start__
16,2024-10-24T18:14:26.277243+00:00,2024-10-24T18:14:26.317557+00:00,585,agent,agent
16,2024-10-24T18:14:26.317557+00:00,2024-10-24T18:14:27.186964+00:00,0,Search,Search
16,2024-10-24T18:14:27.186964+00:00,2024-10-24T18:14:27.187965+00:00,0,supervisor,supervisor
16,2024-10-24T18:14:27.187965+00:00,2024-10-24T18:14:35.686880+00:00,0,__start__,__start__
16,2024-10-24T18:14:35.686880+00:00,2024-10-24T18:14:35.730833+00:00,1077,agent,agent
16,2024-10-24T18:14:35.730833+00:00,2024-10-24T18:14:36.355417+00:00,0,WebScraper,WebScraper
16,2024-10-24T18:14:36.355417+00:00,2024-10-24T18:14:36.389717+00:00,0,supervisor,supervisor
16,2024-10-24T18:14:36.389717+00:00,2024-10-24T18:14:37.811352+00:00,0,ResearchTeam,ResearchTeam
16,2024-10-24T18:14:37.811352+00:00,2024-10-24T18:14:37.846967+00:00,0,supervisor,supervisor
16,2024-10-24T18:14:37.846967+00:00,2024-10-24T18:14:38.709533+00:00,0,__start__,__start__
16,2024-10-24T18:14:38.709533+00:00,2024-10-24T18:14:38.763705+00:00,0,supervisor,supervisor
16,2024-10-24T18:14:38.763705+00:00,2024-10-24T18:14:57.896487+00:00,0,__start__,__start__
16,2024-10-24T18:14:57.896487+00:00,2024-10-24T18:14:57.900488+00:00,1239,agent,agent
16,2024-10-24T18:14:57.900488+00:00,2024-10-24T18:14:59.759210+00:00,0,tools,tools
16,2024-10-24T18:14:59.759210+00:00,2024-10-24T18:14:59.804092+00:00,1305,agent,agent
16,2024-10-24T18:14:59.804092+00:00,2024-10-24T18:15:00.535340+00:00,0,DocWriter,DocWriter
16,2024-10-24T18:15:00.535340+00:00,2024-10-24T18:15:00.594819+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:00.594819+00:00,2024-10-24T18:15:03.873364+00:00,0,__start__,__start__
16,2024-10-24T18:15:03.873364+00:00,2024-10-24T18:15:03.876334+00:00,828,agent,agent
16,2024-10-24T18:15:03.876334+00:00,2024-10-24T18:15:04.944084+00:00,0,tools,tools
16,2024-10-24T18:15:04.944084+00:00,2024-10-24T18:15:04.987591+00:00,895,agent,agent
16,2024-10-24T18:15:04.987591+00:00,2024-10-24T18:15:05.809976+00:00,0,NoteTaker,NoteTaker
16,2024-10-24T18:15:05.809976+00:00,2024-10-24T18:15:05.862664+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:05.862664+00:00,2024-10-24T18:15:07.137133+00:00,0,PaperWritingTeam,PaperWritingTeam
16,2024-10-24T18:15:07.137133+00:00,2024-10-24T18:15:07.186621+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:07.186621+00:00,2024-10-24T18:15:07.807377+00:00,0,__start__,__start__
16,2024-10-24T18:15:07.807377+00:00,2024-10-24T18:15:07.843658+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:07.843658+00:00,2024-10-24T18:15:11.452444+00:00,0,__start__,__start__
16,2024-10-24T18:15:11.452444+00:00,2024-10-24T18:15:11.486501+00:00,249,agent,agent
16,2024-10-24T18:15:11.486501+00:00,2024-10-24T18:15:11.965486+00:00,0,DocWriter,DocWriter
16,2024-10-24T18:15:11.965486+00:00,2024-10-24T18:15:12.003243+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:12.003243+00:00,2024-10-24T18:15:13.140142+00:00,0,PaperWritingTeam,PaperWritingTeam
16,2024-10-24T18:15:13.140142+00:00,2024-10-24T18:15:13.177336+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:13.177336+00:00,2024-10-24T18:15:13.643232+00:00,0,__start__,__start__
16,2024-10-24T18:15:13.643232+00:00,2024-10-24T18:15:13.677119+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:13.677119+00:00,2024-10-24T18:15:16.477961+00:00,0,__start__,__start__
16,2024-10-24T18:15:16.477961+00:00,2024-10-24T18:15:16.511166+00:00,245,agent,agent
16,2024-10-24T18:15:16.511166+00:00,2024-10-24T18:15:17.071149+00:00,0,DocWriter,DocWriter
16,2024-10-24T18:15:17.071149+00:00,2024-10-24T18:15:17.119700+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:17.119700+00:00,2024-10-24T18:15:17.835875+00:00,0,PaperWritingTeam,PaperWritingTeam
16,2024-10-24T18:15:17.835875+00:00,2024-10-24T18:15:17.838880+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:17.838880+00:00,2024-10-24T18:15:18.359289+00:00,0,__start__,__start__
16,2024-10-24T18:15:18.359289+00:00,2024-10-24T18:15:18.394219+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:18.394219+00:00,2024-10-24T18:15:19.630602+00:00,0,PaperWritingTeam,PaperWritingTeam
16,2024-10-24T18:15:19.630602+00:00,2024-10-24T18:15:19.633615+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:19.633615+00:00,2024-10-24T18:15:20.331027+00:00,0,__start__,__start__
16,2024-10-24T18:15:20.331027+00:00,2024-10-24T18:15:20.377543+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:20.377543+00:00,2024-10-24T18:15:21.576828+00:00,0,PaperWritingTeam,PaperWritingTeam
16,2024-10-24T18:15:21.576828+00:00,2024-10-24T18:15:21.581800+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:21.581800+00:00,2024-10-24T18:15:22.147171+00:00,0,__start__,__start__
16,2024-10-24T18:15:22.147171+00:00,2024-10-24T18:15:22.194462+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:22.194462+00:00,2024-10-24T18:15:23.199818+00:00,0,PaperWritingTeam,PaperWritingTeam
16,2024-10-24T18:15:23.199818+00:00,2024-10-24T18:15:23.201814+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:23.201814+00:00,2024-10-24T18:15:23.723284+00:00,0,__start__,__start__
16,2024-10-24T18:15:23.723284+00:00,2024-10-24T18:15:23.760130+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:23.760130+00:00,2024-10-24T18:15:24.533358+00:00,0,PaperWritingTeam,PaperWritingTeam
16,2024-10-24T18:15:24.533358+00:00,2024-10-24T18:15:24.535358+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:24.535358+00:00,2024-10-24T18:15:24.999122+00:00,0,__start__,__start__
16,2024-10-24T18:15:24.999122+00:00,2024-10-24T18:15:25.035617+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:25.035617+00:00,2024-10-24T18:15:26.234063+00:00,0,PaperWritingTeam,PaperWritingTeam
16,2024-10-24T18:15:26.234063+00:00,2024-10-24T18:15:26.236092+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:26.236092+00:00,2024-10-24T18:15:26.646859+00:00,0,__start__,__start__
16,2024-10-24T18:15:26.646859+00:00,2024-10-24T18:15:26.683533+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:26.683533+00:00,2024-10-24T18:15:28.681671+00:00,0,__start__,__start__
16,2024-10-24T18:15:28.681671+00:00,2024-10-24T18:15:28.718157+00:00,246,agent,agent
16,2024-10-24T18:15:28.718157+00:00,2024-10-24T18:15:29.164586+00:00,0,DocWriter,DocWriter
16,2024-10-24T18:15:29.164586+00:00,2024-10-24T18:15:29.209957+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:29.209957+00:00,2024-10-24T18:15:30.436984+00:00,0,PaperWritingTeam,PaperWritingTeam
16,2024-10-24T18:15:30.436984+00:00,2024-10-24T18:15:30.439990+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:30.439990+00:00,2024-10-24T18:15:31.030514+00:00,0,__start__,__start__
16,2024-10-24T18:15:31.030514+00:00,2024-10-24T18:15:31.076916+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:31.076916+00:00,2024-10-24T18:15:31.768347+00:00,0,PaperWritingTeam,PaperWritingTeam
16,2024-10-24T18:15:31.768347+00:00,2024-10-24T18:15:31.770356+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:31.770356+00:00,2024-10-24T18:15:32.422882+00:00,0,__start__,__start__
16,2024-10-24T18:15:32.422882+00:00,2024-10-24T18:15:32.466938+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:32.466938+00:00,2024-10-24T18:15:34.221986+00:00,0,__start__,__start__
16,2024-10-24T18:15:34.221986+00:00,2024-10-24T18:15:34.277404+00:00,244,agent,agent
16,2024-10-24T18:15:34.277404+00:00,2024-10-24T18:15:34.763352+00:00,0,DocWriter,DocWriter
16,2024-10-24T18:15:34.763352+00:00,2024-10-24T18:15:34.801757+00:00,0,supervisor,supervisor
16,2024-10-24T18:15:34.801757+00:00,2024-10-24T18:15:35.448136+00:00,0,PaperWritingTeam,PaperWritingTeam
16,2024-10-24T18:15:35.448136+00:00,2024-10-24T18:15:35.448136+00:00,0,supervisor,supervisor
17,2024-10-24T18:16:04.515946+00:00,2024-10-24T18:16:05.366699+00:00,0,__start__,__start__
17,2024-10-24T18:16:05.366699+00:00,2024-10-24T18:16:05.368669+00:00,0,supervisor,supervisor
17,2024-10-24T18:16:05.368669+00:00,2024-10-24T18:16:06.410568+00:00,0,__start__,__start__
17,2024-10-24T18:16:06.410568+00:00,2024-10-24T18:16:06.412568+00:00,0,supervisor,supervisor
17,2024-10-24T18:16:06.412568+00:00,2024-10-24T18:16:16.286295+00:00,0,__start__,__start__
17,2024-10-24T18:16:16.286295+00:00,2024-10-24T18:16:16.322288+00:00,647,agent,agent
17,2024-10-24T18:16:16.322288+00:00,2024-10-24T18:16:17.160587+00:00,0,Search,Search
17,2024-10-24T18:16:17.160587+00:00,2024-10-24T18:16:17.161587+00:00,0,supervisor,supervisor
17,2024-10-24T18:16:17.161587+00:00,2024-10-24T18:16:21.026501+00:00,0,__start__,__start__
17,2024-10-24T18:16:21.026501+00:00,2024-10-24T18:16:21.036503+00:00,754,agent,agent
17,2024-10-24T18:16:21.036503+00:00,2024-10-24T18:16:29.181494+00:00,0,tools,tools
17,2024-10-24T18:16:29.181494+00:00,2024-10-24T18:16:29.220844+00:00,1122,agent,agent
17,2024-10-24T18:16:29.220844+00:00,2024-10-24T18:16:30.059749+00:00,0,WebScraper,WebScraper
17,2024-10-24T18:16:30.059749+00:00,2024-10-24T18:16:30.096307+00:00,0,supervisor,supervisor
17,2024-10-24T18:16:30.096307+00:00,2024-10-24T18:16:30.678400+00:00,0,ResearchTeam,ResearchTeam
17,2024-10-24T18:16:30.678400+00:00,2024-10-24T18:16:30.681400+00:00,0,supervisor,supervisor
17,2024-10-24T18:16:30.681400+00:00,2024-10-24T18:16:31.165286+00:00,0,__start__,__start__
17,2024-10-24T18:16:31.165286+00:00,2024-10-24T18:16:31.204285+00:00,0,supervisor,supervisor
17,2024-10-24T18:16:31.204285+00:00,2024-10-24T18:16:31.636908+00:00,0,ResearchTeam,ResearchTeam
17,2024-10-24T18:16:31.636908+00:00,2024-10-24T18:16:31.638909+00:00,0,supervisor,supervisor
17,2024-10-24T18:16:31.638909+00:00,2024-10-24T18:16:32.232364+00:00,0,__start__,__start__
17,2024-10-24T18:16:32.232364+00:00,2024-10-24T18:16:32.278826+00:00,0,supervisor,supervisor
17,2024-10-24T18:16:32.278826+00:00,2024-10-24T18:16:33.136432+00:00,0,__start__,__start__
17,2024-10-24T18:16:33.136432+00:00,2024-10-24T18:16:33.179317+00:00,521,agent,agent
17,2024-10-24T18:16:33.179317+00:00,2024-10-24T18:16:33.683893+00:00,0,DocWriter,DocWriter
17,2024-10-24T18:16:33.683893+00:00,2024-10-24T18:16:33.719379+00:00,0,supervisor,supervisor
17,2024-10-24T18:16:33.719379+00:00,2024-10-24T18:16:34.815012+00:00,0,__start__,__start__
17,2024-10-24T18:16:34.815012+00:00,2024-10-24T18:16:34.854136+00:00,553,agent,agent
17,2024-10-24T18:16:34.854136+00:00,2024-10-24T18:16:35.557187+00:00,0,DocWriter,DocWriter
17,2024-10-24T18:16:35.557187+00:00,2024-10-24T18:16:35.602567+00:00,0,supervisor,supervisor
17,2024-10-24T18:16:35.602567+00:00,2024-10-24T18:16:49.648680+00:00,0,__start__,__start__
17,2024-10-24T18:16:49.648680+00:00,2024-10-24T18:16:49.651683+00:00,894,agent,agent
17,2024-10-24T18:16:49.651683+00:00,2024-10-24T18:16:50.897537+00:00,0,tools,tools
17,2024-10-24T18:16:50.897537+00:00,2024-10-24T18:16:50.935837+00:00,948,agent,agent
17,2024-10-24T18:16:50.935837+00:00,2024-10-24T18:16:51.520871+00:00,0,DocWriter,DocWriter
17,2024-10-24T18:16:51.520871+00:00,2024-10-24T18:16:51.560430+00:00,0,supervisor,supervisor
17,2024-10-24T18:16:51.560430+00:00,2024-10-24T18:16:52.203782+00:00,0,PaperWritingTeam,PaperWritingTeam
17,2024-10-24T18:16:52.203782+00:00,2024-10-24T18:16:52.242784+00:00,0,supervisor,supervisor
17,2024-10-24T18:16:52.242784+00:00,2024-10-24T18:16:52.711242+00:00,0,__start__,__start__
17,2024-10-24T18:16:52.711242+00:00,2024-10-24T18:16:52.744727+00:00,0,supervisor,supervisor
17,2024-10-24T18:16:52.744727+00:00,2024-10-24T18:16:53.410767+00:00,0,PaperWritingTeam,PaperWritingTeam
17,2024-10-24T18:16:53.410767+00:00,2024-10-24T18:16:53.412767+00:00,0,supervisor,supervisor
17,2024-10-24T18:16:53.412767+00:00,2024-10-24T18:16:53.910622+00:00,0,__start__,__start__
17,2024-10-24T18:16:53.910622+00:00,2024-10-24T18:16:53.942915+00:00,0,supervisor,supervisor
17,2024-10-24T18:16:53.942915+00:00,2024-10-24T18:16:55.227698+00:00,0,__start__,__start__
17,2024-10-24T18:16:55.227698+00:00,2024-10-24T18:16:55.232698+00:00,196,agent,agent
17,2024-10-24T18:16:55.232698+00:00,2024-10-24T18:16:57.300353+00:00,0,tools,tools
17,2024-10-24T18:16:57.300353+00:00,2024-10-24T18:16:57.351975+00:00,609,agent,agent
17,2024-10-24T18:16:57.351975+00:00,2024-10-24T18:17:01.093242+00:00,0,NoteTaker,NoteTaker
17,2024-10-24T18:17:01.093242+00:00,2024-10-24T18:17:01.135045+00:00,0,supervisor,supervisor
17,2024-10-24T18:17:01.135045+00:00,2024-10-24T18:17:01.809818+00:00,0,PaperWritingTeam,PaperWritingTeam
17,2024-10-24T18:17:01.809818+00:00,2024-10-24T18:17:01.809818+00:00,0,supervisor,supervisor
